project_name, built_out, project_id, dpd, acres, dpa, taz, stat, prod, type, key, year_seq, year, amount
 WKK: LANIKEA,100,1,12,1497,1,126,C,H,3,1,1,1986,0
 WKK: LANIKEA,100,1,12,1497,1,126,C,H,3,1,2,2005,82
 WKK: LANIKEA,100,1,12,1497,1,126,C,H,3,1,3,2006,0
 WKK: LANIKEA,100,1,21,38,1,126,C,H,3,2,1,1986,0
 WKK: LANIKEA,100,1,21,38,1,126,C,H,3,2,2,2005,2
 WKK: LANIKEA,100,1,21,38,1,126,C,H,3,2,3,2006,0
 WKK: LANIKEA,100,1,31,302,1,126,C,H,3,3,1,1986,0
 WKK: LANIKEA,100,1,31,302,1,126,C,H,3,3,2,2005,16
 WKK: LANIKEA,100,1,31,302,1,126,C,H,3,3,3,2006,0
 WKK: WAIKIKI LANDMARK,196,2,30,2689,1,129,C,H,3,4,1,1986,0
 WKK: WAIKIKI LANDMARK,196,2,30,2689,1,129,C,H,3,4,2,1993,196
 WKK: WAIKIKI LANDMARK,196,2,30,2689,1,129,C,H,3,4,3,1994,0
 WKK: LOFT AT WAIKIKI,36,3,12,686,1,124,C,H,3,5,1,1986,0
 WKK: LOFT AT WAIKIKI,36,3,12,686,1,124,C,H,3,5,2,2008,36
 WKK: LOFT AT WAIKIKI,36,3,12,686,1,124,C,H,3,5,3,2009,0
 WKK: MAUKA OF ROYAL KUHIO,100,4,12,886,1,121,P,H,3,6,1,1986,0
 WKK: MAUKA OF ROYAL KUHIO,100,4,12,886,1,121,P,H,3,6,2,2011,100
 WKK: MAUKA OF ROYAL KUHIO,100,4,12,886,1,121,P,H,3,6,3,2012,0
 WKK: WATERMARK WAIKIKI,212,5,13,7177,1,131,C,H,3,7,1,1986,0
 WKK: WATERMARK WAIKIKI,212,5,13,7177,1,131,C,H,3,7,2,2009,212
 WKK: WATERMARK WAIKIKI,212,5,13,7177,1,131,C,H,3,7,3,2010,0
 WKK: ALA WAI GARDEN PLAZA,44,6,12,545,1,126,P,H,3,8,1,1998,0
 WKK: ALA WAI GARDEN PLAZA,44,6,12,545,1,126,P,H,3,8,2,2010,44
 WKK: ALA WAI GARDEN PLAZA,44,6,12,545,1,126,P,H,3,8,3,2011,0
 WKK: THE COVE WAIKIKI,119,7,13,1809,1,131,P,H,3,9,1,1986,0
 WKK: THE COVE WAIKIKI,119,7,13,1809,1,131,P,H,3,9,2,2011,119
 WKK: THE COVE WAIKIKI,119,7,13,1809,1,131,P,H,3,9,3,2012,0
 WKK: ALLURE WAIKIKI,300,8,30,2152,1,130,C,H,3,10,1,1986,0
 WKK: ALLURE WAIKIKI,300,8,30,2152,1,130,C,H,3,10,2,2010,300
 WKK: ALLURE WAIKIKI,300,8,30,2152,1,130,C,H,3,10,3,2011,0
 WKK: WORLD GYM,50,9,3,654,1,130,P,H,3,11,1,1986,0
 WKK: WORLD GYM,50,9,3,654,1,130,P,H,3,11,2,2011,50
 WKK: WORLD GYM,50,9,3,654,1,130,P,H,3,11,3,2012,0
 WKK:AINAHAU VISTA,107,10,12,820,1,115,C,H,3,12,1,1986,0
 WKK:AINAHAU VISTA,107,10,12,820,1,115,C,H,3,12,2,2010,107
 WKK:AINAHAU VISTA,107,10,12,820,1,115,C,H,3,12,3,2011,0
 WKK: KALIA TOWER (HILTON) EXPANS,0,11,21,2078,1,133,C,V,1,13,1,1986,0
 WKK: KALIA TOWER (HILTON) EXPANS,0,11,21,2078,1,133,C,V,1,13,2,2001,453
 WKK: KALIA TOWER (HILTON) EXPANS,0,11,21,2078,1,133,C,V,1,13,3,2002,0
 WKK: HILTON APT CONVERSION,0,12,21,1607,1,133,C,V,1,14,1,1986,0
 WKK: HILTON APT CONVERSION,0,12,21,1607,1,133,C,V,1,14,2,2001,235
 WKK: HILTON APT CONVERSION,0,12,21,1607,1,133,C,V,1,14,3,2002,0
 WKK: GRAND WAIKIKIAN TOWER,0,13,21,1895,1,133,C,V,2,15,1,1998,0
 WKK: GRAND WAIKIKIAN TOWER,0,13,21,1895,1,133,C,V,2,15,2,2009,350
 WKK: GRAND WAIKIKIAN TOWER,0,13,21,1895,1,133,C,V,2,15,3,2010,0
 WKK: GRAND WAIKIKIAN TOWER,0,13,21,1895,1,133,C,E,3,16,1,1998,0
 WKK: GRAND WAIKIKIAN TOWER,0,13,21,1895,1,133,C,E,3,16,2,2009,168
 WKK: GRAND WAIKIKIAN TOWER,0,13,21,1895,1,133,C,E,3,16,3,2010,0
 WKK: HALE KOA EXPANSION,0,14,21,7240,1,134,C,V,1,17,1,1986,0
 WKK: HALE KOA EXPANSION,0,14,21,7240,1,134,C,V,1,17,2,1995,198
 WKK: HALE KOA EXPANSION,0,14,21,7240,1,134,C,V,1,17,3,1997,0
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,V,1,18,1,1998,0
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,V,1,18,2,2005,-1162
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,V,1,18,3,2006,-229
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,V,1,18,4,2007,222
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,V,1,18,5,2008,0
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,V,1,18,6,2009,614
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,V,1,18,7,2010,0
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,E,3,19,1,1998,0
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,E,3,19,2,2005,-570
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,E,3,19,3,2006,-112
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,E,3,19,4,2007,109
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,E,3,19,5,2008,0
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,E,3,19,6,2009,301
 WKK: WAIKIKI BEACHWALK,0,15,21,4208,1,135,C,E,3,19,7,2010,0
 WKK: WAIKIKI BEACHWALK,0,15,21,3587,1,136,C,V,1,20,1,1998,0
 WKK: WAIKIKI BEACHWALK,0,15,21,3587,1,136,C,V,1,20,2,2007,-285
 WKK: WAIKIKI BEACHWALK,0,15,21,3587,1,136,C,V,1,20,3,2008,0
 WKK: WAIKIKI BEACHWALK,0,15,21,3587,1,136,C,V,1,20,4,2009,-228
 WKK: WAIKIKI BEACHWALK,0,15,21,3587,1,136,C,V,1,20,5,2010,0
 WKK: WAIKIKI BEACHWALK,0,15,21,3587,1,136,C,E,3,21,1,1998,0
 WKK: WAIKIKI BEACHWALK,0,15,21,3587,1,136,C,E,3,21,2,2007,-140
 WKK: WAIKIKI BEACHWALK,0,15,21,3587,1,136,C,E,3,21,3,2008,0
 WKK: WAIKIKI BEACHWALK,0,15,21,3587,1,136,C,E,3,21,4,2009,-112
 WKK: WAIKIKI BEACHWALK,0,15,21,3587,1,136,C,E,3,21,5,2010,0
 WKK: KUHIO VILLAGE RESORT,166,16,21,222,1,117,C,H,3,22,1,1998,0
 WKK: KUHIO VILLAGE RESORT,166,16,21,222,1,117,C,H,3,22,2,2004,166
 WKK: KUHIO VILLAGE RESORT,166,16,21,222,1,117,C,H,3,22,3,2005,0
 WKK: KUHIO VILLAGE RESORT,166,16,21,222,1,117,C,V,2,23,1,1998,0
 WKK: KUHIO VILLAGE RESORT,166,16,21,222,1,117,C,V,2,23,2,2004,-166
 WKK: KUHIO VILLAGE RESORT,166,16,21,222,1,117,C,V,2,23,3,2005,0
 WKK: AQUA WAIKIKI MARINA TOWERS,136,17,21,1046,1,131,C,H,3,24,1,1998,0
 WKK: AQUA WAIKIKI MARINA TOWERS,136,17,21,1046,1,131,C,H,3,24,2,2004,136
 WKK: AQUA WAIKIKI MARINA TOWERS,136,17,21,1046,1,131,C,H,3,24,3,2005,0
 WKK: AQUA WAIKIKI MARINA TOWERS,136,17,21,1046,1,131,C,V,2,25,1,1998,0
 WKK: AQUA WAIKIKI MARINA TOWERS,136,17,21,1046,1,131,C,V,2,25,2,2004,-136
 WKK: AQUA WAIKIKI MARINA TOWERS,136,17,21,1046,1,131,C,V,2,25,3,2005,0
 WKK: THE BAMBOO,96,18,21,361,1,118,C,H,3,26,1,1998,0
 WKK: THE BAMBOO,96,18,21,361,1,118,C,H,3,26,2,2004,96
 WKK: THE BAMBOO,96,18,21,361,1,118,C,H,3,26,3,2005,0
 WKK: THE BAMBOO,96,18,21,361,1,118,C,V,1,27,1,1998,0
 WKK: THE BAMBOO,96,18,21,361,1,118,C,V,1,27,2,2004,-96
 WKK: THE BAMBOO,96,18,21,361,1,118,C,V,1,27,3,2005,0
 WKK: DIAMOND HEAD BEACH HOTEL,62,19,12,287,1,105,C,H,3,28,1,1998,0
 WKK: DIAMOND HEAD BEACH HOTEL,62,19,12,287,1,105,C,H,3,28,2,2004,62
 WKK: DIAMOND HEAD BEACH HOTEL,62,19,12,287,1,105,C,H,3,28,3,2005,0
 WKK: DIAMOND HEAD BEACH HOTEL,62,19,12,287,1,105,C,V,2,29,1,1998,0
 WKK: DIAMOND HEAD BEACH HOTEL,62,19,12,287,1,105,C,V,2,29,2,2004,-62
 WKK: DIAMOND HEAD BEACH HOTEL,62,19,12,287,1,105,C,V,2,29,3,2005,0
 WKK: THE WINDSOR,169,20,13,1016,1,131,C,H,3,30,1,1998,0
 WKK: THE WINDSOR,169,20,13,1016,1,131,C,H,3,30,2,2004,169
 WKK: THE WINDSOR,169,20,13,1016,1,131,C,H,3,30,3,2005,0
 WKK: THE WINDSOR,169,20,13,1016,1,131,C,V,2,31,1,1998,0
 WKK: THE WINDSOR,169,20,13,1016,1,131,C,V,2,31,2,2004,-169
 WKK: THE WINDSOR,169,20,13,1016,1,131,C,V,2,31,3,2005,0
 WKK: WAIKIKI PARKSIDE,248,21,12,473,1,131,C,H,3,32,1,1998,0
 WKK: WAIKIKI PARKSIDE,248,21,12,473,1,131,C,H,3,32,2,2005,248
 WKK: WAIKIKI PARKSIDE,248,21,12,473,1,131,C,H,3,32,3,2006,0
 WKK: WAIKIKI PARKSIDE,248,21,12,473,1,131,C,V,1,33,1,1998,0
 WKK: WAIKIKI PARKSIDE,248,21,12,473,1,131,C,V,1,33,2,2005,-248
 WKK: WAIKIKI PARKSIDE,248,21,12,473,1,131,C,V,1,33,3,2006,0
 WKK: ROYAL KAI LANI,10,22,21,115,1,117,C,H,3,34,1,1998,0
 WKK: ROYAL KAI LANI,10,22,21,115,1,117,C,H,3,34,2,2007,10
 WKK: ROYAL KAI LANI,10,22,21,115,1,117,C,H,3,34,3,2008,0
 WKK: ROYAL KAI LANI,10,22,21,115,1,117,C,V,1,35,1,1998,0
 WKK: ROYAL KAI LANI,10,22,21,115,1,117,C,V,1,35,2,2007,-10
 WKK: ROYAL KAI LANI,10,22,21,115,1,117,C,V,1,35,3,2008,0
 WKK: INTERNATIONAL MARKETPLACE,0,23,21,3194,1,119,C,E,9,36,1,1998,0
 WKK: INTERNATIONAL MARKETPLACE,0,23,21,3194,1,119,C,E,9,36,2,2008,104
 WKK: INTERNATIONAL MARKETPLACE,0,23,21,3194,1,119,C,E,9,36,3,2009,0
 WKK: INTERNATIONAL MARKETPLACE,0,23,30,1632,1,119,C,E,9,37,1,1998,0
 WKK: INTERNATIONAL MARKETPLACE,0,23,30,1632,1,119,C,E,9,37,2,2008,53
 WKK: INTERNATIONAL MARKETPLACE,0,23,30,1632,1,119,C,E,9,37,3,2009,0
 WKK: WAIKIKI THEATER SITE,0,24,21,1799,1,122,C,E,9,38,1,1998,0
 WKK: WAIKIKI THEATER SITE,0,24,21,1799,1,122,C,E,9,38,2,2006,465
 WKK: WAIKIKI THEATER SITE,0,24,21,1799,1,122,C,E,9,38,3,2007,0
 WKK: KING KALAKAUA PLAZA - PH II,0,25,21,971,1,125,C,E,9,39,1,1986,0
 WKK: KING KALAKAUA PLAZA - PH II,0,25,21,971,1,125,C,E,9,39,2,2003,150
 WKK: KING KALAKAUA PLAZA - PH II,0,25,21,971,1,125,C,E,9,39,3,2005,0
 WKK: KING KALAKAUA PLAZA - PH II,0,25,30,240,1,125,C,E,9,40,1,1986,0
 WKK: KING KALAKAUA PLAZA - PH II,0,25,30,240,1,125,C,E,9,40,2,2004,47
 WKK: KING KALAKAUA PLAZA - PH II,0,25,30,240,1,125,C,E,9,40,3,2005,0
 WKK: 2121 KUHIO,260,26,21,1308,1,125,P,H,3,41,1,1998,0
 WKK: 2121 KUHIO,260,26,21,1308,1,125,P,H,3,41,2,2010,260
 WKK: 2121 KUHIO,260,26,21,1308,1,125,P,H,3,41,3,2011,0
 WKK: H & M APT,332,27,12,1736,1,115,P,H,3,42,1,1986,0
 WKK: H & M APT,332,27,12,1736,1,115,P,H,3,42,2,2011,132
 WKK: H & M APT,332,27,12,1736,1,115,P,H,3,42,3,2012,200
 WKK: H & M APT,332,27,12,1736,1,115,P,H,3,42,4,2013,0
 KAK: HAWAIKI TOWER,424,28,30,6152,1,206,C,H,3,43,1,1986,0
 KAK: HAWAIKI TOWER,424,28,30,6152,1,206,C,H,3,43,2,1999,424
 KAK: HAWAIKI TOWER,424,28,30,6152,1,206,C,H,3,43,3,2000,0
 KAK: NAURU TOWER,308,29,30,3109,1,206,C,H,3,44,1,1986,0
 KAK: NAURU TOWER,308,29,30,3109,1,206,C,H,3,44,2,1992,308
 KAK: NAURU TOWER,308,29,30,3109,1,206,C,H,3,44,3,1993,0
 KAK: HOKUA TOWER,247,30,30,4677,1,206,C,H,3,45,1,1986,0
 KAK: HOKUA TOWER,247,30,30,4677,1,206,C,H,3,45,2,2006,247
 KAK: HOKUA TOWER,247,30,30,4677,1,206,C,H,3,45,3,2007,0
 KAK: KOOLANI TOWER,370,31,30,2435,1,206,C,H,3,46,1,1986,0
 KAK: KOOLANI TOWER,370,31,30,2435,1,206,C,H,3,46,2,2007,370
 KAK: KOOLANI TOWER,370,31,30,2435,1,206,C,H,3,46,3,2008,0
 KAK: WOODRIDGE,295,32,30,2776,1,206,P,H,3,47,1,1986,0
 KAK: WOODRIDGE,295,32,30,2776,1,206,P,H,3,47,2,2012,295
 KAK: WOODRIDGE,295,32,30,2776,1,206,P,H,3,47,3,2013,0
 KAK: 1133 WAIMANU,282,33,30,1837,1,206,C,H,3,48,1,1986,0
 KAK: 1133 WAIMANU,282,33,30,1837,1,206,C,H,3,48,2,1996,282
 KAK: 1133 WAIMANU,282,33,30,1837,1,206,C,H,3,48,3,1997,0
 KAK: KAKAAKO MID-RISE,64,34,11,734,1,202,P,H,3,49,1,1998,0
 KAK: KAKAAKO MID-RISE,64,34,11,734,1,202,P,H,3,49,2,2012,64
 KAK: KAKAAKO MID-RISE,64,34,11,734,1,202,P,H,3,49,3,2013,0
 KAK: KAMAKEE VISTA RENTAL,226,35,30,1300,1,205,C,H,3,50,1,1986,0
 KAK: KAMAKEE VISTA RENTAL,226,35,30,1300,1,205,C,H,3,50,2,1992,226
 KAK: KAMAKEE VISTA RENTAL,226,35,30,1300,1,205,C,H,3,50,3,1993,0
 KAK: KEOLA LAI,352,36,30,2693,1,215,C,H,3,51,1,1998,0
 KAK: KEOLA LAI,352,36,30,2693,1,215,C,H,3,51,2,2008,352
 KAK: KEOLA LAI,352,36,30,2693,1,215,C,H,3,51,3,2009,0
 KAK: UNNAMED,300,37,30,2271,1,211,P,H,3,52,1,1998,0
 KAK: UNNAMED,300,37,30,2271,1,211,P,H,3,52,2,2012,300
 KAK: UNNAMED,300,37,30,2271,1,211,P,H,3,52,3,2013,0
 KAK: POHULANI ELDERLY HOUSING,263,38,30,1054,1,214,C,H,3,53,1,1986,0
 KAK: POHULANI ELDERLY HOUSING,263,38,30,1054,1,214,C,H,3,53,2,1992,263
 KAK: POHULANI ELDERLY HOUSING,263,38,30,1054,1,214,C,H,3,53,3,1993,0
 KAK: IMPERIAL PLAZA,206,39,30,2532,1,216,C,H,3,54,1,1986,0
 KAK: IMPERIAL PLAZA,206,39,30,2532,1,216,C,H,3,54,2,1993,206
 KAK: IMPERIAL PLAZA,206,39,30,2532,1,216,C,H,3,54,3,1994,0
 KAK: KAUHALE KAKAAKO,268,40,30,1358,1,213,C,H,3,55,1,1986,0
 KAK: KAUHALE KAKAAKO,268,40,30,1358,1,213,C,H,3,55,2,1994,268
 KAK: KAUHALE KAKAAKO,268,40,30,1358,1,213,C,H,3,55,3,1995,0
 KAK: MOANA PACIFIC (EVERSHINE),706,41,30,6117,1,201,C,H,3,56,1,1986,0
 KAK: MOANA PACIFIC (EVERSHINE),706,41,30,6117,1,201,C,H,3,56,2,2007,353
 KAK: MOANA PACIFIC (EVERSHINE),706,41,30,6117,1,201,C,H,3,56,3,2008,353
 KAK: MOANA PACIFIC (EVERSHINE),706,41,30,6117,1,201,C,H,3,56,4,2009,0
 KAK: MOANA PACIFIC (EVERSHINE),706,41,30,6117,1,201,C,E,9,57,1,1986,0
 KAK: MOANA PACIFIC (EVERSHINE),706,41,30,6117,1,201,C,E,9,57,2,2007,372
 KAK: MOANA PACIFIC (EVERSHINE),706,41,30,6117,1,201,C,E,9,57,3,2009,0
 KAK: NA LEI HULA KAPUNA (ELDERLY,75,42,30,386,1,214,C,H,3,58,1,1986,0
 KAK: NA LEI HULA KAPUNA (ELDERLY,75,42,30,386,1,214,C,H,3,58,2,1993,75
 KAK: NA LEI HULA KAPUNA (ELDERLY,75,42,30,386,1,214,C,H,3,58,3,1994,0
 KAK: ONE ARCHER LANE,330,43,30,958,1,217,C,H,3,59,1,1986,0
 KAK: ONE ARCHER LANE,330,43,30,958,1,217,C,H,3,59,2,1998,330
 KAK: ONE ARCHER LANE,330,43,30,958,1,217,C,H,3,59,3,1999,0
 KAK: HONUAKAHA,244,44,12,1485,1,231,C,H,3,60,1,1986,0
 KAK: HONUAKAHA,244,44,12,1485,1,231,C,H,3,60,2,1995,244
 KAK: HONUAKAHA,244,44,12,1485,1,231,C,H,3,60,3,1996,0
 KAK: NINE O NINE KAPIOLANI,225,45,30,1350,1,204,C,H,3,61,1,1986,0
 KAK: NINE O NINE KAPIOLANI,225,45,30,1350,1,204,C,H,3,61,2,2008,225
 KAK: NINE O NINE KAPIOLANI,225,45,30,1350,1,204,C,H,3,61,3,2009,0
 KAK: VANGUARD LOFT,35,46,30,1131,1,217,C,H,3,62,1,1998,0
 KAK: VANGUARD LOFT,35,46,30,1131,1,217,C,H,3,62,2,2011,35
 KAK: VANGUARD LOFT,35,46,30,1131,1,217,C,H,3,62,3,2012,0
 KAK: MEDICAL SCHOOL,0,47,30,9100,1,210,C,E,8,63,1,1998,0
 KAK: MEDICAL SCHOOL,0,47,30,9100,1,210,C,E,8,63,2,2006,300
 KAK: MEDICAL SCHOOL,0,47,30,9100,1,210,C,E,8,63,3,2008,0
 KAK: UH CANCER RESEARCH & TREATM,0,48,70,5500,1,234,C,E,8,64,1,1998,0
 KAK: UH CANCER RESEARCH & TREATM,0,48,70,5500,1,234,C,E,8,64,2,2013,400
 KAK: UH CANCER RESEARCH & TREATM,0,48,70,5500,1,234,C,E,8,64,3,2014,0
 KAK: MOANA VISTA,492,49,30,2092,1,204,C,H,3,65,1,1998,0
 KAK: MOANA VISTA,492,49,30,2092,1,204,C,H,3,65,2,2012,492
 KAK: MOANA VISTA,492,49,30,2092,1,204,C,H,3,65,3,2013,0
 KAK: MOANA VISTA,492,49,30,2092,1,204,C,E,9,66,1,1998,0
 KAK: MOANA VISTA,492,49,30,2092,1,204,C,E,9,66,2,2012,250
 KAK: MOANA VISTA,492,49,30,2092,1,204,C,E,9,66,3,2013,0
 KAK: KAKAAKO BIOTECH PARK,0,50,70,3030,1,211,C,E,8,67,1,1998,0
 KAK: KAKAAKO BIOTECH PARK,0,50,70,3030,1,211,C,E,8,67,2,2011,438
 KAK: KAKAAKO BIOTECH PARK,0,50,70,3030,1,211,C,E,8,67,3,2012,365
 KAK: KAKAAKO BIOTECH PARK,0,50,70,3030,1,211,C,E,8,67,4,2013,0
 KAK: CHILDREN'S DISCOVERY CENTER,0,51,70,1242,1,209,C,E,8,68,1,1998,0
 KAK: CHILDREN'S DISCOVERY CENTER,0,51,70,1242,1,209,C,E,8,68,2,1999,100
 KAK: CHILDREN'S DISCOVERY CENTER,0,51,70,1242,1,209,C,E,8,68,3,2000,0
 KAK:OHA HEADQUARTERS,0,52,70,5200,1,234,C,E,8,69,1,1998,0
 KAK:OHA HEADQUARTERS,0,52,70,5200,1,234,C,E,8,69,2,2012,116
 KAK:OHA HEADQUARTERS,0,52,70,5200,1,234,C,E,8,69,3,2013,0
 KAK:HALEKAUWILA PLACE,196,53,12,1250,1,214,P,H,3,70,1,1998,0
 KAK:HALEKAUWILA PLACE,196,53,12,1250,1,214,P,H,3,70,2,2011,196
 KAK:HALEKAUWILA PLACE,196,53,12,1250,1,214,P,H,3,70,3,2012,0
 KAK: VICTORIA WARD CENTERS,165,54,30,20348,1,205,C,E,9,71,1,1986,0
 KAK: VICTORIA WARD CENTERS,165,54,30,20348,1,205,C,E,9,71,2,2001,532
 KAK: VICTORIA WARD CENTERS,165,54,30,20348,1,205,C,E,9,71,3,2002,0
 KAK: VICTORIA WARD CENTERS,165,54,30,20348,1,205,C,E,9,71,4,2005,24
 KAK: VICTORIA WARD CENTERS,165,54,30,20348,1,205,C,E,9,71,5,2006,0
 KAK: VICTORIA WARD CENTERS,165,54,30,6823,1,206,P,H,3,72,1,1986,0
 KAK: VICTORIA WARD CENTERS,165,54,30,6823,1,206,P,H,3,72,2,2014,165
 KAK: VICTORIA WARD CENTERS,165,54,30,6823,1,206,P,H,3,72,3,2015,0
 KAK: VICTORIA WARD CENTERS,165,54,30,6823,1,206,C,E,9,73,1,1986,0
 KAK: VICTORIA WARD CENTERS,165,54,30,6823,1,206,C,E,9,73,2,2001,-51
 KAK: VICTORIA WARD CENTERS,165,54,30,6823,1,206,C,E,9,73,3,2002,0
 KAK: VICTORIA WARD CENTERS,165,54,30,6823,1,206,C,E,9,73,4,2005,24
 KAK: VICTORIA WARD CENTERS,165,54,30,6823,1,206,C,E,9,73,5,2006,0
 KAK: VICTORIA WARD CENTERS,165,54,30,6823,1,206,C,E,9,73,6,2007,180
 KAK: VICTORIA WARD CENTERS,165,54,30,6823,1,206,C,E,9,73,7,2008,0
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,P,H,3,74,1,1986,0
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,P,H,3,74,2,2013,300
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,P,H,3,74,3,2014,0
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,C,V,1,75,1,1986,0
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,C,V,1,75,2,2014,250
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,C,V,1,75,3,2015,0
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,C,E,1,76,1,1986,0
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,C,E,1,76,2,2014,125
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,C,E,1,76,3,2015,0
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,C,E,9,77,1,1986,0
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,C,E,9,77,2,2014,85
 KAK: PACIFIC QUAY,300,55,31,5725,1,235,C,E,9,77,3,2015,0
 CONVENTION CENTER,0,56,31,9654,1,176,C,E,8,78,1,1986,0
 CONVENTION CENTER,0,56,31,9654,1,176,C,E,8,78,2,1998,63
 CONVENTION CENTER,0,56,31,9654,1,176,C,E,8,78,3,1999,0
 HARBOR COURT,120,57,31,1708,1,256,C,H,3,79,1,1986,0
 HARBOR COURT,120,57,31,1708,1,256,C,H,3,79,2,1994,120
 HARBOR COURT,120,57,31,1708,1,256,C,H,3,79,3,1995,0
 HARBOR COURT,120,57,31,1708,1,256,C,E,7,80,1,1986,0
 HARBOR COURT,120,57,31,1708,1,256,C,E,7,80,2,1994,250
 HARBOR COURT,120,57,31,1708,1,256,C,E,7,80,3,1995,154
 HARBOR COURT,120,57,31,1708,1,256,C,E,7,80,4,1996,0
 HARBOR COURT,120,57,31,1708,1,256,C,E,8,81,1,1986,0
 HARBOR COURT,120,57,31,1708,1,256,C,E,8,81,2,1994,250
 HARBOR COURT,120,57,31,1708,1,256,C,E,8,81,3,1995,150
 HARBOR COURT,120,57,31,1708,1,256,C,E,8,81,4,1996,0
 HARBOR COURT,120,57,31,1708,1,256,C,E,9,82,1,1986,0
 HARBOR COURT,120,57,31,1708,1,256,C,E,9,82,2,1994,95
 HARBOR COURT,120,57,31,1708,1,256,C,E,9,82,3,1995,0
 HARBOR COURT,120,57,31,1708,1,256,C,V,1,83,1,1986,0
 HARBOR COURT,120,57,31,1708,1,256,C,V,1,83,2,1995,122
 HARBOR COURT,120,57,31,1708,1,256,C,V,1,83,3,1996,0
 ALII PLACE,0,58,30,1584,1,242,C,E,7,84,1,1986,0
 ALII PLACE,0,58,30,1584,1,242,C,E,7,84,2,1991,250
 ALII PLACE,0,58,30,1584,1,242,C,E,7,84,3,1993,11
 ALII PLACE,0,58,30,1584,1,242,C,E,7,84,4,1994,0
 ALII PLACE,0,58,30,1584,1,242,C,E,8,85,1,1986,0
 ALII PLACE,0,58,30,1584,1,242,C,E,8,85,2,1991,250
 ALII PLACE,0,58,30,1584,1,242,C,E,8,85,3,1993,0
 ALII PLACE,0,58,30,1584,1,242,C,E,9,86,1,1986,0
 ALII PLACE,0,58,30,1584,1,242,C,E,9,86,2,1991,25
 ALII PLACE,0,58,30,1584,1,242,C,E,9,86,3,1992,0
 FIRST HAWAIIAN TOWER,0,59,31,1238,1,252,C,E,7,87,1,1986,0
 FIRST HAWAIIAN TOWER,0,59,31,1238,1,252,C,E,7,87,2,1992,499
 FIRST HAWAIIAN TOWER,0,59,31,1238,1,252,C,E,7,87,3,1994,0
 FIRST HAWAIIAN TOWER,0,59,31,1238,1,252,C,E,8,88,1,1986,0
 FIRST HAWAIIAN TOWER,0,59,31,1238,1,252,C,E,8,88,2,1992,289
 FIRST HAWAIIAN TOWER,0,59,31,1238,1,252,C,E,8,88,3,1994,0
 FIRST HAWAIIAN TOWER,0,59,31,1238,1,252,C,E,9,89,1,1986,0
 FIRST HAWAIIAN TOWER,0,59,31,1238,1,252,C,E,9,89,2,1993,206
 FIRST HAWAIIAN TOWER,0,59,31,1238,1,252,C,E,9,89,3,1994,0
 1100 ALAKEA PLAZA,0,60,31,605,1,244,C,E,7,90,1,1986,0
 1100 ALAKEA PLAZA,0,60,31,605,1,244,C,E,7,90,2,1993,127
 1100 ALAKEA PLAZA,0,60,31,605,1,244,C,E,7,90,3,1995,0
 1100 ALAKEA PLAZA,0,60,31,605,1,244,C,E,8,91,1,1986,0
 1100 ALAKEA PLAZA,0,60,31,605,1,244,C,E,8,91,2,1993,127
 1100 ALAKEA PLAZA,0,60,31,605,1,244,C,E,8,91,3,1995,0
 1100 ALAKEA PLAZA,0,60,31,605,1,244,C,E,9,92,1,1986,0
 1100 ALAKEA PLAZA,0,60,31,605,1,244,C,E,9,92,2,1993,106
 1100 ALAKEA PLAZA,0,60,31,605,1,244,C,E,9,92,3,1994,0
 THE PINNACLE HONOLULU,50,61,31,313,1,244,C,H,3,93,1,1998,0
 THE PINNACLE HONOLULU,50,61,31,313,1,244,C,H,3,93,2,2009,50
 THE PINNACLE HONOLULU,50,61,31,313,1,244,C,H,3,93,3,2010,0
 800 NUUANU CONDOMINIUMS,186,62,31,876,1,260,P,H,3,94,1,1998,0
 800 NUUANU CONDOMINIUMS,186,62,31,876,1,260,P,H,3,94,2,2011,186
 800 NUUANU CONDOMINIUMS,186,62,31,876,1,260,P,H,3,94,3,2012,0
