project_name, built_out, project_id, dpd, acres, dpa, taz, stat, prod, type, key, year_seq, year, amount
 MEHANA AT CITY OF KAPOLEI,1150,120,11,137776,2,595,P,H,3,192,6,2015,225
 MEHANA AT CITY OF KAPOLEI,1150,120,11,137776,2,595,P,H,3,192,7,2016,0
 MEHANA AT CITY OF KAPOLEI,1150,120,11,137776,2,595,C,E,8,193,1,1998,0
 MEHANA AT CITY OF KAPOLEI,1150,120,11,137776,2,595,C,E,8,193,2,2011,10
 MEHANA AT CITY OF KAPOLEI,1150,120,11,137776,2,595,C,E,8,193,3,2013,0
 MEHANA AT CITY OF KAPOLEI,1150,120,11,137776,2,595,C,E,9,194,1,1998,0
 MEHANA AT CITY OF KAPOLEI,1150,120,11,137776,2,595,C,E,9,194,2,2011,20
 MEHANA AT CITY OF KAPOLEI,1150,120,11,137776,2,595,C,E,9,194,3,2013,0
 MEHANA AT CITY OF KAPOLEI,1150,120,11,137776,2,595,C,E,9,194,4,2015,20
 MEHANA AT CITY OF KAPOLEI,1150,120,11,137776,2,595,C,E,9,194,5,2017,0
 KAPOLEI SHOPPING CENTER,0,121,30,29543,2,590,C,E,9,195,1,1986,0
 KAPOLEI SHOPPING CENTER,0,121,30,29543,2,590,C,E,9,195,2,1992,81
 KAPOLEI SHOPPING CENTER,0,121,30,29543,2,590,C,E,9,195,3,1996,0
 KAPOLEI SHOPPING CENTER,0,121,30,25596,2,591,C,E,9,196,1,1986,0
 KAPOLEI SHOPPING CENTER,0,121,30,25596,2,591,C,E,9,196,2,1992,69
 KAPOLEI SHOPPING CENTER,0,121,30,25596,2,591,C,E,9,196,3,1996,0
 KAPOLEI KNOLLS,425,122,0,74688,2,606,C,H,1,197,1,1986,0
 KAPOLEI KNOLLS,425,122,0,74688,2,606,C,H,1,197,2,1999,27
 KAPOLEI KNOLLS,425,122,0,74688,2,606,C,H,1,197,3,2000,49
 KAPOLEI KNOLLS,425,122,0,74688,2,606,C,H,1,197,4,2001,82
 KAPOLEI KNOLLS,425,122,0,74688,2,606,C,H,1,197,5,2002,50
 KAPOLEI KNOLLS,425,122,0,74688,2,606,C,H,1,197,6,2003,85
 KAPOLEI KNOLLS,425,122,0,74688,2,606,C,H,1,197,7,2004,50
 KAPOLEI KNOLLS,425,122,0,74688,2,606,C,H,1,197,8,2005,63
 KAPOLEI KNOLLS,425,122,0,74688,2,606,C,H,1,197,9,2006,19
 KAPOLEI KNOLLS,425,122,0,74688,2,606,C,H,1,197,10,2007,0
 LEIHANO,739,123,11,43000,2,596,P,H,3,198,1,1998,0
 LEIHANO,739,123,11,43000,2,596,P,H,3,198,2,2011,250
 LEIHANO,739,123,11,43000,2,596,P,H,3,198,3,2012,250
 LEIHANO,739,123,11,43000,2,596,P,H,3,198,4,2013,239
 LEIHANO,739,123,11,43000,2,596,P,H,3,198,5,2014,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,13100,2,594,P,H,3,199,1,1986,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,13100,2,594,P,H,3,199,2,2011,100
 CITY OF KAPOLEI MIXED USE,1500,124,30,13100,2,594,P,H,3,199,3,2014,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,13100,2,594,C,E,9,200,1,1986,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,13100,2,594,C,E,9,200,2,2013,100
 CITY OF KAPOLEI MIXED USE,1500,124,30,13100,2,594,C,E,9,200,3,2014,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,19600,2,595,P,H,3,201,1,1986,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,19600,2,595,P,H,3,201,2,2014,300
 CITY OF KAPOLEI MIXED USE,1500,124,30,19600,2,595,P,H,3,201,3,2016,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,19600,2,595,C,E,8,202,1,1986,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,19600,2,595,C,E,8,202,2,2014,15
 CITY OF KAPOLEI MIXED USE,1500,124,30,19600,2,595,C,E,8,202,3,2015,15
 CITY OF KAPOLEI MIXED USE,1500,124,30,19600,2,595,C,E,8,202,4,2016,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,19600,2,595,C,E,9,203,1,1986,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,19600,2,595,C,E,9,203,2,2014,75
 CITY OF KAPOLEI MIXED USE,1500,124,30,19600,2,595,C,E,9,203,3,2015,75
 CITY OF KAPOLEI MIXED USE,1500,124,30,19600,2,595,C,E,9,203,4,2016,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,P,H,3,204,1,1986,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,P,H,3,204,2,2016,300
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,P,H,3,204,3,2018,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,C,E,8,205,1,1986,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,C,E,8,205,2,2016,20
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,C,E,8,205,3,2017,20
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,C,E,8,205,4,2018,20
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,C,E,8,205,5,2019,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,C,E,9,206,1,1986,0
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,C,E,9,206,2,2016,75
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,C,E,9,206,3,2017,75
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,C,E,9,206,4,2018,74
 CITY OF KAPOLEI MIXED USE,1500,124,30,28200,2,596,C,E,9,206,5,2019,0
 KAPOLEI PACIFIC CENTER,0,125,30,3000,2,593,C,E,7,207,1,1998,0
 KAPOLEI PACIFIC CENTER,0,125,30,3000,2,593,C,E,7,207,2,2011,563
 KAPOLEI PACIFIC CENTER,0,125,30,3000,2,593,C,E,7,207,3,2013,0
 KAPOLEI PACIFIC CENTER,0,125,30,3000,2,593,C,E,8,208,1,1998,0
 KAPOLEI PACIFIC CENTER,0,125,30,3000,2,593,C,E,8,208,2,2011,54
 KAPOLEI PACIFIC CENTER,0,125,30,3000,2,593,C,E,8,208,3,2013,0
 KAPOLEI PACIFIC CENTER,0,125,30,3000,2,593,C,E,9,209,1,1998,0
 KAPOLEI PACIFIC CENTER,0,125,30,3000,2,593,C,E,9,209,2,2011,100
 KAPOLEI PACIFIC CENTER,0,125,30,3000,2,593,C,E,9,209,3,2013,0
 KAPOLEI CITY PLAZA,0,126,30,3100,2,593,C,E,8,210,1,1998,0
 KAPOLEI CITY PLAZA,0,126,30,3100,2,593,C,E,8,210,2,2010,500
 KAPOLEI CITY PLAZA,0,126,30,3100,2,593,C,E,8,210,3,2012,0
 KAPOLEI AMPHITHEATER,0,127,40,34000,2,579,C,E,8,211,1,1998,0
 KAPOLEI AMPHITHEATER,0,127,40,34000,2,579,C,E,8,211,2,2011,50
 KAPOLEI AMPHITHEATER,0,127,40,34000,2,579,C,E,8,211,3,2012,0
 MAKAIWA HILLS I & II,4100,128,0,117000,2,611,P,H,1,212,1,1986,0
 MAKAIWA HILLS I & II,4100,128,0,117000,2,611,P,H,1,212,2,2012,73
 MAKAIWA HILLS I & II,4100,128,0,117000,2,611,P,H,1,212,3,2013,358
 MAKAIWA HILLS I & II,4100,128,0,117000,2,611,P,H,1,212,4,2014,0
 MAKAIWA HILLS I & II,4100,128,0,170000,2,613,P,H,1,213,1,1986,0
 MAKAIWA HILLS I & II,4100,128,0,170000,2,613,P,H,1,213,2,2013,42
 MAKAIWA HILLS I & II,4100,128,0,170000,2,613,P,H,1,213,3,2014,204
 MAKAIWA HILLS I & II,4100,128,0,170000,2,613,P,H,1,213,4,2015,0
 MAKAIWA HILLS I & II,4100,128,0,170000,2,613,P,H,1,213,5,2022,187
 MAKAIWA HILLS I & II,4100,128,0,170000,2,613,P,H,1,213,6,2023,0
 MAKAIWA HILLS I & II,4100,128,0,170000,2,613,P,H,1,213,7,2024,65
 MAKAIWA HILLS I & II,4100,128,0,170000,2,613,P,H,1,213,8,2025,0
 MAKAIWA HILLS I & II,4100,128,0,322000,2,615,P,H,1,214,1,1986,0
 MAKAIWA HILLS I & II,4100,128,0,322000,2,615,P,H,1,214,2,2016,270
 MAKAIWA HILLS I & II,4100,128,0,322000,2,615,P,H,1,214,3,2017,169
 MAKAIWA HILLS I & II,4100,128,0,322000,2,615,P,H,1,214,4,2018,0
 MAKAIWA HILLS I & II,4100,128,0,322000,2,615,P,H,1,214,5,2023,304
 MAKAIWA HILLS I & II,4100,128,0,322000,2,615,P,H,1,214,6,2024,233
 MAKAIWA HILLS I & II,4100,128,0,322000,2,615,P,H,1,214,7,2025,0
 MAKAIWA HILLS I & II,4100,128,0,5000,2,616,P,H,1,215,1,1986,0
 MAKAIWA HILLS I & II,4100,128,0,5000,2,616,P,H,1,215,2,2024,5
 MAKAIWA HILLS I & II,4100,128,0,5000,2,616,P,H,1,215,3,2025,0
 MAKAIWA HILLS I & II,4100,128,11,20000,2,612,P,H,2,216,1,1986,0
 MAKAIWA HILLS I & II,4100,128,11,20000,2,612,P,H,2,216,2,2012,327
 MAKAIWA HILLS I & II,4100,128,11,20000,2,612,P,H,2,216,3,2013,0
 MAKAIWA HILLS I & II,4100,128,11,15000,2,615,P,H,2,217,1,1986,0
 MAKAIWA HILLS I & II,4100,128,11,15000,2,615,P,H,2,217,2,2017,36
 MAKAIWA HILLS I & II,4100,128,11,15000,2,615,P,H,2,217,3,2018,0
 MAKAIWA HILLS I & II,4100,128,11,70000,2,616,P,H,2,218,1,1986,0
 MAKAIWA HILLS I & II,4100,128,11,70000,2,616,P,H,2,218,2,2017,36
 MAKAIWA HILLS I & II,4100,128,11,70000,2,616,P,H,2,218,3,2018,0
 MAKAIWA HILLS I & II,4100,128,11,70000,2,616,P,H,2,218,4,2019,188
 MAKAIWA HILLS I & II,4100,128,11,70000,2,616,P,H,2,218,5,2020,306
 MAKAIWA HILLS I & II,4100,128,11,70000,2,616,P,H,2,218,6,2021,300
 MAKAIWA HILLS I & II,4100,128,11,70000,2,616,P,H,2,218,7,2022,109
 MAKAIWA HILLS I & II,4100,128,11,70000,2,616,P,H,2,218,8,2023,0
 MAKAIWA HILLS I & II,4100,128,12,25000,2,613,P,H,3,219,1,1986,0
 MAKAIWA HILLS I & II,4100,128,12,25000,2,613,P,H,3,219,2,2014,96
 MAKAIWA HILLS I & II,4100,128,12,25000,2,613,P,H,3,219,3,2015,182
 MAKAIWA HILLS I & II,4100,128,12,25000,2,613,P,H,3,219,4,2016,0
 MAKAIWA HILLS I & II,4100,128,12,42000,2,615,P,H,3,220,1,1986,0
 MAKAIWA HILLS I & II,4100,128,12,42000,2,615,P,H,3,220,2,2015,148
 MAKAIWA HILLS I & II,4100,128,12,42000,2,615,P,H,3,220,3,2016,0
 MAKAIWA HILLS I & II,4100,128,12,42000,2,615,P,H,3,220,4,2017,59
 MAKAIWA HILLS I & II,4100,128,12,42000,2,615,P,H,3,220,5,2018,300
 MAKAIWA HILLS I & II,4100,128,12,42000,2,615,P,H,3,220,6,2019,103
 MAKAIWA HILLS I & II,4100,128,12,42000,2,615,P,H,3,220,7,2020,0
 MAKAIWA HILLS I & II,4100,128,30,40000,2,612,C,E,8,221,1,1986,0
 MAKAIWA HILLS I & II,4100,128,30,40000,2,612,C,E,8,221,2,2012,30
 MAKAIWA HILLS I & II,4100,128,30,40000,2,612,C,E,8,221,3,2024,0
 MAKAIWA HILLS I & II,4100,128,30,40000,2,612,C,E,9,222,1,1986,0
 MAKAIWA HILLS I & II,4100,128,30,40000,2,612,C,E,9,222,2,2012,80
 MAKAIWA HILLS I & II,4100,128,30,40000,2,612,C,E,9,222,3,2024,0
 MAKAKILO,6141,129,0,55483,2,607,C,H,1,223,1,1986,0
 MAKAKILO,6141,129,0,55483,2,607,C,H,1,223,2,1994,6
 MAKAKILO,6141,129,0,55483,2,607,C,H,1,223,3,1995,1
 MAKAKILO,6141,129,0,55483,2,607,C,H,1,223,4,1996,0
 MAKAKILO,6141,129,0,55483,2,607,C,H,1,223,5,1997,4
 MAKAKILO,6141,129,0,55483,2,607,C,H,1,223,6,1998,0
 MAKAKILO,6141,129,0,55483,2,607,C,H,1,223,7,2007,30
 MAKAKILO,6141,129,0,55483,2,607,C,H,1,223,8,2008,102
 MAKAKILO,6141,129,0,55483,2,607,C,H,1,223,9,2009,110
 MAKAKILO,6141,129,0,55483,2,607,C,H,1,223,10,2010,0
 MAKAKILO,6141,129,0,55483,2,607,P,H,1,224,1,1986,0
 MAKAKILO,6141,129,0,55483,2,607,P,H,1,224,2,2011,33
 MAKAKILO,6141,129,0,55483,2,607,P,H,1,224,3,2012,0
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,1,1979,25
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,2,1980,37
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,3,1981,16
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,4,1982,0
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,5,1984,43
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,6,1985,5
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,7,1986,15
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,8,1987,9
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,9,1988,1
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,10,1989,5
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,11,1990,16
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,12,1991,21
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,13,1992,6
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,14,1993,8
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,15,1994,11
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,16,1995,34
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,17,1996,3
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,18,1997,1
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,19,1998,10
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,20,1999,19
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,21,2000,28
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,22,2001,6
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,23,2002,2
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,24,2003,8
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,25,2004,13
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,26,2005,13
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,27,2006,19
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,28,2007,35
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,29,2008,3
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,30,2009,59
 MAKAKILO,6141,129,0,139828,2,608,C,H,1,225,31,2010,0
 MAKAKILO,6141,129,0,139828,2,608,P,H,1,226,1,1986,0
 MAKAKILO,6141,129,0,139828,2,608,P,H,1,226,2,2010,39
 MAKAKILO,6141,129,0,139828,2,608,P,H,1,226,3,2011,74
 MAKAKILO,6141,129,0,139828,2,608,P,H,1,226,4,2012,102
 MAKAKILO,6141,129,0,139828,2,608,P,H,1,226,5,2013,120
 MAKAKILO,6141,129,0,139828,2,608,P,H,1,226,6,2014,0
 MAKAKILO,6141,129,0,147757,2,609,C,H,1,227,1,1975,34
 MAKAKILO,6141,129,0,147757,2,609,C,H,1,227,2,1976,0
 MAKAKILO,6141,129,0,147757,2,609,C,H,1,227,3,1977,2
 MAKAKILO,6141,129,0,147757,2,609,C,H,1,227,4,1978,2
 MAKAKILO,6141,129,0,147757,2,609,C,H,1,227,5,1979,108
 MAKAKILO,6141,129,0,147757,2,609,C,H,1,227,6,1980,0
 MAKAKILO,6141,129,0,147757,2,609,C,H,1,227,7,2009,19
 MAKAKILO,6141,129,0,147757,2,609,C,H,1,227,8,2010,0
 MAKAKILO,6141,129,0,147757,2,609,P,H,1,228,1,1986,0
 MAKAKILO,6141,129,0,147757,2,609,P,H,1,228,2,2011,100
 MAKAKILO,6141,129,0,147757,2,609,P,H,1,228,3,2012,97
 MAKAKILO,6141,129,0,147757,2,609,P,H,1,228,4,2013,103
 MAKAKILO,6141,129,0,147757,2,609,P,H,1,228,5,2014,0
 MAKAKILO,6141,129,0,147757,2,609,C,H,2,229,1,1975,86
 MAKAKILO,6141,129,0,147757,2,609,C,H,2,229,2,1976,0
 MAKAKILO,6141,129,0,147757,2,609,C,H,2,229,3,1977,75
 MAKAKILO,6141,129,0,147757,2,609,C,H,2,229,4,1978,21
 MAKAKILO,6141,129,0,147757,2,609,C,H,2,229,5,1979,0
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,1,1962,64
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,2,1963,114
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,3,1964,97
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,4,1965,95
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,5,1966,115
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,6,1967,101
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,7,1968,165
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,8,1969,84
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,9,1970,86
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,10,1971,83
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,11,1972,27
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,12,1973,0
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,13,1974,1
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,14,1975,0
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,15,1976,2
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,16,1977,43
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,17,1978,57
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,18,1979,0
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,19,1980,1
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,20,1981,1
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,21,1982,0
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,22,1985,27
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,23,1986,3
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,24,1987,4
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,25,1988,0
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,26,1990,2
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,27,1991,5
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,28,1992,0
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,29,1993,4
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,30,1994,1
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,31,1995,0
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,32,1996,1
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,33,1997,2
 MAKAKILO,6141,129,0,178468,2,610,C,H,1,230,34,1998,0
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,1,1978,60
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,2,1979,91
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,3,1984,4
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,4,1985,8
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,5,1986,4
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,6,1987,29
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,7,1988,2
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,8,1989,106
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,9,1990,87
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,10,1991,49
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,11,1992,5
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,12,1993,40
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,13,1994,74
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,14,1995,13
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,15,1996,46
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,16,1997,20
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,17,1998,9
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,18,1999,5
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,19,2000,15
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,20,2001,1
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,21,2002,36
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,22,2003,45
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,23,2004,53
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,24,2005,37
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,25,2006,61
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,26,2007,30
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,27,2008,24
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,28,2009,4
 MAKAKILO,6141,129,0,218893,2,614,C,H,1,231,29,2010,0
 MAKAKILO,6141,129,0,218893,2,614,P,H,1,232,1,1986,0
 MAKAKILO,6141,129,0,218893,2,614,P,H,1,232,2,2010,5
 MAKAKILO,6141,129,0,218893,2,614,P,H,1,232,3,2011,3
 MAKAKILO,6141,129,0,218893,2,614,P,H,1,232,4,2012,4
 MAKAKILO,6141,129,0,218893,2,614,P,H,1,232,5,2013,0
 MAKAKILO,6141,129,0,218893,2,614,C,H,2,233,1,1976,92
 MAKAKILO,6141,129,0,218893,2,614,C,H,2,233,2,1977,0
 MAKAKILO,6141,129,0,218893,2,614,C,H,2,233,3,1978,87
 MAKAKILO,6141,129,0,218893,2,614,C,H,2,233,4,1979,0
 MAKAKILO,6141,129,0,218893,2,614,C,H,2,233,5,1980,96
 MAKAKILO,6141,129,0,218893,2,614,C,H,2,233,6,1981,0
 MAKAKILO,6141,129,11,23486,2,608,C,H,1,234,1,1986,0
 MAKAKILO,6141,129,11,23486,2,608,C,H,1,234,2,2006,79
 MAKAKILO,6141,129,11,23486,2,608,C,H,1,234,3,2007,17
 MAKAKILO,6141,129,11,23486,2,608,C,H,1,234,4,2008,19
 MAKAKILO,6141,129,11,23486,2,608,C,H,1,234,5,2009,0
 MAKAKILO,6141,129,11,23486,2,608,C,H,2,235,1,1986,69
 MAKAKILO,6141,129,11,23486,2,608,C,H,2,235,2,1987,0
 MAKAKILO,6141,129,11,23486,2,608,C,H,2,235,3,1988,36
 MAKAKILO,6141,129,11,23486,2,608,C,H,2,235,4,1989,0
 MAKAKILO,6141,129,11,77765,2,609,C,H,1,236,1,1973,2
 MAKAKILO,6141,129,11,77765,2,609,C,H,1,236,2,1974,16
 MAKAKILO,6141,129,11,77765,2,609,C,H,1,236,3,1975,0
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,1,1973,192
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,2,1974,78
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,3,1975,0
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,4,1985,42
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,5,1986,30
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,6,1987,12
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,7,1988,18
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,8,1989,36
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,9,1990,112
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,10,1991,40
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,11,1992,240
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,12,1993,0
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,13,2006,69
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,14,2007,27
 MAKAKILO,6141,129,11,77765,2,609,C,H,2,237,15,2008,0
 MAKAKILO,6141,129,11,9382,2,610,C,H,1,238,1,1986,0
 MAKAKILO,6141,129,11,9382,2,610,C,H,1,238,2,1973,2
 MAKAKILO,6141,129,11,9382,2,610,C,H,1,238,3,1974,0
 MAKAKILO,6141,129,11,9382,2,610,C,H,1,238,4,1975,4
 MAKAKILO,6141,129,11,9382,2,610,C,H,1,238,5,1976,0
 MAKAKILO,6141,129,11,9382,2,610,C,H,2,239,1,1975,90
 MAKAKILO,6141,129,11,9382,2,610,C,H,2,239,2,1976,0
 MAKAKILO,6141,129,11,65449,2,614,C,H,1,240,1,1986,0
 MAKAKILO,6141,129,11,65449,2,614,C,H,1,240,2,1991,12
 MAKAKILO,6141,129,11,65449,2,614,C,H,1,240,3,1992,0
 MAKAKILO,6141,129,11,65449,2,614,C,H,1,240,4,2006,109
 MAKAKILO,6141,129,11,65449,2,614,C,H,1,240,5,2007,0
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,1,1986,0
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,2,1994,148
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,3,1995,172
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,4,1996,0
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,5,1998,12
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,6,1999,0
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,7,2001,84
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,8,2002,0
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,9,2005,64
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,10,2006,54
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,11,2007,14
 MAKAKILO,6141,129,11,65449,2,614,C,H,2,241,12,2008,0
 MAKAKILO,6141,129,12,8373,2,609,C,H,1,242,1,1986,0
 MAKAKILO,6141,129,12,8373,2,609,C,H,1,242,2,2003,4
 MAKAKILO,6141,129,12,8373,2,609,C,H,1,242,3,2004,69
 MAKAKILO,6141,129,12,8373,2,609,C,H,1,242,4,2005,0
 HOME DEPOT (KAPOLEI),0,130,30,12000,2,589,C,E,9,243,1,1998,0
 HOME DEPOT (KAPOLEI),0,130,30,12000,2,589,C,E,9,243,2,2005,200
 HOME DEPOT (KAPOLEI),0,130,30,12000,2,589,C,E,9,243,3,2006,0
 ACE HARDWARE,0,131,30,12000,2,589,C,E,9,244,1,1998,0
 ACE HARDWARE,0,131,30,12000,2,589,C,E,9,244,2,2006,35
 ACE HARDWARE,0,131,30,12000,2,589,C,E,9,244,3,2007,0
 ISLAND PACIFIC ACADEMY (KAPOLEI),0,132,70,28756,2,593,C,E,8,245,1,1998,0
 ISLAND PACIFIC ACADEMY (KAPOLEI),0,132,70,28756,2,593,C,E,8,245,2,2005,30
 ISLAND PACIFIC ACADEMY (KAPOLEI),0,132,70,28756,2,593,C,E,8,245,3,2007,0
 KAPOLEI BUS PARK,0,133,40,615819,2,578,C,E,6,246,1,1986,0
 KAPOLEI BUS PARK,0,133,40,615819,2,578,C,E,6,246,2,1993,145
